5903f1d7-2240-4591-b970-33b32fe3be54,baseline
8d84f6c6-8e7d-410e-a408-cbfb2555b35d,benin
3624554e-b240-4edb-9110-1f010642c3f3,biodiversity
36803484-c413-49a9-abe2-2286ee99b624,biodiversity
7d3465f8-5959-4531-aaf2-c9a8a03183b3,biodiversity
de452a4c-a55c-464d-9037-8c3e9fe48365,biodiversity
e7582657-9c16-4eb1-89e8-0211d94015c6,biodiversity
88648f97-35a5-4384-b141-ac00b4f66209,biodiversity
8e02acc0-486e-42f8-8e0d-b17a77432273,biodiversity
ad790c87-fe9e-4405-891d-de7c2ddfda79,biodiversity
4458eb12-8572-45d1-bf07-d5a3ee097021,biodiversity
d8a45b34-4cc0-42f4-957d-e13b37e9182e,biome
8e02acc0-486e-42f8-8e0d-b17a77432273,biome
7d3465f8-5959-4531-aaf2-c9a8a03183b3,bird
1ef55baf-bbbe-480d-85e9-7132c742f196,bleaching
ad790c87-fe9e-4405-891d-de7c2ddfda79,bleaching
20c70a51-4ddf-4f6c-ad2c-1a6729b95fa4,bleaching
3624554e-b240-4edb-9110-1f010642c3f3,bleaching
8d84f6c6-8e7d-410e-a408-cbfb2555b35d,botswana
e8f5b4e8-454e-488d-8b4a-b60ad02bce36,brazil
223b936e-06b8-4970-abd9-4f123904d95d,burkina_faso
8d84f6c6-8e7d-410e-a408-cbfb2555b35d,burkina_faso
223b936e-06b8-4970-abd9-4f123904d95d,burundi
8d84f6c6-8e7d-410e-a408-cbfb2555b35d,burundi
3c473fd2-2e82-48ce-8f16-c14a104655eb,bus
8d84f6c6-8e7d-410e-a408-cbfb2555b35d,cameroon
8d84f6c6-8e7d-410e-a408-cbfb2555b35d,cape_verde
223b936e-06b8-4970-abd9-4f123904d95d,central_part_of:african_republic
8d84f6c6-8e7d-410e-a408-cbfb2555b35d,central_part_of:african_republic
c9c9cb2f-9655-4f40-8736-9b407ee43514,ch4
8d84f6c6-8e7d-410e-a408-cbfb2555b35d,chad
223b936e-06b8-4970-abd9-4f123904d95d,chad
a89c95c7-0b82-4162-b9d8-cc0205e9f7ec,child_mortality
